player_id;player_name;team_id;team_name;clubs_in_season;position;minutes;reliability;official_rating;provisional_rating;shooting;passing;creation;technique;defensive_contribution;physical_impact;profile_score;performance_score;overall_precalibrated;calibration_adjustment;overall;form;form_trend;form_label;form_reliability;matches_in_form;club_form;club_form_trend;club_form_label
31318;"M&apos;Bala Nzola";116;Lens;Lens;Attacker;1464.0;high;True;False;81.6;76.3;71.7;61.5;49.0;52.6;70.6;67.6;69.4;-0.1;69.3;;;;;;64.8;0.0;Stable
18599;S. Thomas;83;Nantes;Nantes;Midfielder;1331.0;medium;True;False;57.9;90.8;81.7;62.3;55.1;51.3;68.8;70.3;69.4;-0.1;69.2;75.2;;Non disponible;Faible;2.0;53.1;10.7;En hausse
179399;E. Tchato;82;Montpellier;Montpellier;Defender;1902.0;high;True;False;56.4;64.2;56.2;59.7;72.8;69.7;69.0;69.6;69.2;-0.1;69.1;62.5;-3.1;En baisse;Moyenne;3.0;25.0;-2.7;Stable
174660;L. Rao-Lisoa;77;Angers;Angers;Defender;1326.0;medium;True;False;49.2;72.1;76.4;68.4;75.3;69.2;72.4;64.5;69.2;-0.2;69.1;63.2;-3.7;En baisse;Élevée;5.0;50.3;4.0;En hausse
407017;M. Lumpungu;84;Nice;Nice;Defender;2195.0;high;True;False;43.9;62.5;44.4;72.7;68.0;65.2;65.9;73.6;69.0;-0.1;68.8;70.0;-6.9;En baisse;Moyenne;3.0;68.3;-12.0;En baisse
21715;W. Saïd;116;Lens;Lens;Attacker;919.0;medium;True;False;77.4;69.9;64.7;66.2;55.0;53.0;68.2;70.0;68.9;-0.2;68.8;62.7;-1.9;Stable;Moyenne;3.0;64.8;0.0;Stable
274328;S. Sow;95;Strasbourg;Strasbourg / Nantes;Defender;1818.0;high;True;False;62.3;46.2;49.2;68.9;72.9;62.1;65.1;74.5;68.9;-0.2;68.7;;;;;;44.5;-15.0;En baisse
438688;A. Bouaddi;79;Lille;Lille;Midfielder;1154.0;medium;True;False;59.4;57.3;65.3;71.2;77.1;76.4;67.7;70.6;68.9;-0.2;68.7;65.4;;Non disponible;Faible;2.0;58.7;-6.7;En baisse
22166;M. Sarr;116;Lens;Lens;Defender;1389.0;high;True;False;53.7;76.0;52.5;61.2;68.4;62.9;66.8;71.7;68.8;-0.2;68.6;68.5;;Non disponible;Faible;2.0;64.8;0.0;Stable
2336;L. Négo;111;Le Havre;Le Havre;Defender;2461.0;high;True;False;43.2;57.8;55.1;75.7;68.5;73.5;68.3;69.3;68.7;-0.3;68.4;62.6;-5.7;En baisse;Élevée;5.0;57.1;1.3;Stable
21088;N. Pallois;83;Nantes;Nantes;Defender;2020.0;high;True;False;49.8;41.6;52.0;53.6;77.8;65.7;66.5;72.0;68.7;-0.2;68.4;68.0;-8.3;En baisse;Moyenne;4.0;53.1;10.7;En hausse
240;P. Rosario;84;Nice;Nice;Midfielder;1794.0;high;True;False;72.0;67.7;64.2;65.0;71.2;57.8;66.2;71.9;68.5;-0.3;68.2;69.8;-5.1;En baisse;Moyenne;4.0;68.3;-12.0;En baisse
530;M. Bakker;79;Lille;Lille;Defender;1229.0;medium;True;False;78.7;84.9;77.6;71.5;61.3;54.4;64.2;75.0;68.5;-0.3;68.2;63.9;-4.8;En baisse;Moyenne;3.0;58.7;-6.7;En baisse
22102;W. Khazri;82;Montpellier;Montpellier;Attacker;1097.0;medium;True;False;64.4;80.3;75.2;60.9;65.1;69.1;67.6;69.5;68.4;-0.3;68.0;66.7;;Non disponible;Faible;2.0;25.0;-2.7;Stable
22136;B. Diakité;79;Lille;Lille;Defender;2767.0;high;True;False;68.4;58.0;49.0;68.8;62.3;65.9;62.9;76.4;68.3;-0.3;67.9;64.9;-0.0;Stable;Moyenne;3.0;58.7;-6.7;En baisse
8445;D. Batubinsika;1063;Saint Etienne;Saint Etienne;Defender;2017.0;high;True;False;58.2;67.9;46.9;68.6;71.4;69.0;69.2;66.8;68.2;-0.4;67.9;72.5;;Non disponible;Faible;1.0;43.0;4.0;En hausse
943;U. Garcia;81;Marseille;Marseille;Defender;937.0;medium;True;False;69.5;69.3;72.2;62.5;62.6;65.3;64.6;73.6;68.2;-0.4;67.8;65.4;-5.9;En baisse;Moyenne;4.0;75.6;5.3;En hausse
20554;H. Belkebla;77;Angers;Angers;Midfielder;1795.0;high;True;False;48.0;50.0;60.1;66.5;82.8;78.1;64.4;73.8;68.1;-0.5;67.7;;;;;;50.3;4.0;En hausse
334914;S. Kumbedi;80;Lyon;Lyon;Defender;965.0;medium;True;False;64.4;60.0;61.9;66.2;70.3;65.0;66.8;70.2;68.2;-0.4;67.7;62.5;;Non disponible;Faible;2.0;51.3;4.0;En hausse
174724;F. Magri;96;Toulouse;Toulouse;Attacker;1534.0;high;True;False;84.0;60.8;62.5;52.8;50.7;58.2;68.4;67.6;68.1;-0.5;67.6;67.8;-1.1;Stable;Élevée;5.0;62.7;5.3;En hausse
22134;K. Amian;83;Nantes;Nantes;Defender;2169.0;high;True;False;66.5;60.1;54.1;71.1;67.9;66.6;66.3;70.7;68.0;-0.5;67.5;74.4;1.6;Stable;Élevée;5.0;53.1;10.7;En hausse
80752;T. Tessmann;80;Lyon;Lyon;Midfielder;1261.0;medium;True;False;76.5;60.5;60.7;71.0;71.0;57.5;65.4;72.1;68.0;-0.6;67.5;76.3;-0.3;Stable;Élevée;5.0;51.3;4.0;En hausse
6231;F. Medina;116;Lens;Lens;Defender;2547.0;high;True;False;42.3;59.4;64.0;55.1;67.0;60.2;62.8;75.5;67.9;-0.6;67.3;69.8;0.6;Stable;Moyenne;4.0;64.8;0.0;Stable
