player_id;player_name;team_id;team_name;clubs_in_season;position;minutes;reliability;official_rating;provisional_rating;shooting;passing;creation;technique;defensive_contribution;physical_impact;profile_score;performance_score;overall_precalibrated;calibration_adjustment;overall;form;form_trend;form_label;matches_in_form;club_form;club_form_trend;club_form_label
22264;L. Ajorque;106;Stade Brestois 29;Stade Brestois 29;Attacker;2504.0;high;True;False;86.7;78.7;68.8;60.3;57.2;70.7;75.4;78.3;76.6;1.6;78.2;79.9;3.3;En hausse;5.0;43.7;16.7;En hausse
162465;M. Bard;84;Nice;Nice;Defender;1941.0;high;True;False;68.0;66.3;68.9;69.7;81.1;76.6;76.4;76.6;76.5;1.6;78.1;85.6;-12.0;En baisse;5.0;72.7;-35.0;En baisse
47480;M. Salisu;91;Monaco;Monaco;Defender;1035.0;medium;True;False;73.5;83.0;53.0;64.2;79.9;75.8;77.1;75.4;76.4;1.6;78.0;;;;;51.9;-5.6;En baisse
191392;P. Joly;108;Auxerre;Auxerre;Defender;1024.0;medium;True;False;62.8;79.2;74.8;59.8;84.7;87.2;82.1;67.9;76.4;1.6;78.0;68.7;-4.0;En baisse;5.0;26.8;-16.7;En baisse
24743;Z. Davitashvili;1063;Saint Etienne;Saint Etienne;Attacker;2761.0;high;True;False;84.7;86.8;86.3;67.6;48.2;52.5;76.0;76.8;76.4;1.5;77.9;83.7;-12.3;En baisse;5.0;35.9;16.7;En hausse
21153;B. Santamaría;84;Nice;Nice / Rennes;Midfielder;1411.0;high;True;False;54.5;74.6;70.0;83.6;85.2;89.4;77.4;74.8;76.4;1.5;77.9;71.5;3.0;Stable;3.0;72.7;-35.0;En baisse
49583;A. Abdi;84;Nice;Nice;Defender;1417.0;high;True;False;78.0;77.1;74.7;64.4;79.8;73.2;76.2;76.5;76.3;1.4;77.8;79.6;-5.0;En baisse;5.0;72.7;-35.0;En baisse
30531;J. Boga;84;Nice;Nice;Attacker;1065.0;medium;True;False;80.3;87.8;84.6;73.3;52.9;66.8;77.7;74.4;76.3;1.5;77.8;78.6;-2.0;Stable;2.0;72.7;-35.0;En baisse
1467;A. Lacazette;80;Lyon;Lyon;Attacker;2061.0;high;True;False;93.1;75.1;72.7;69.3;48.0;50.8;76.3;76.4;76.3;1.4;77.7;92.0;16.0;En hausse;4.0;47.9;16.7;En hausse
85914;J. Le Cardinal;106;Stade Brestois 29;Stade Brestois 29 / Lens;Defender;1378.0;high;True;False;59.0;78.3;58.9;70.5;78.9;74.2;76.1;76.6;76.3;1.4;77.7;72.7;;Non disponible;2.0;43.7;16.7;En hausse
156465;I. Soumaré;111;Le Havre;Le Havre / Auxerre;Attacker;1904.0;high;True;False;78.5;79.5;80.4;61.2;66.7;82.3;76.5;75.7;76.2;1.4;77.6;79.9;-9.7;En baisse;5.0;56.1;5.6;En hausse
37236;A. Matusiwa;94;Rennes;Rennes;Midfielder;2078.0;high;True;False;56.7;66.1;71.5;82.0;83.5;85.6;74.9;78.1;76.2;1.3;77.5;76.2;14.7;En hausse;5.0;35.3;16.7;En hausse
23637;Y. Zouaoui;111;Le Havre;Le Havre;Defender;982.0;medium;True;False;60.8;90.3;83.7;83.5;66.3;77.7;74.6;78.5;76.2;1.3;77.5;78.0;0.0;Stable;2.0;56.1;5.6;En hausse
529;N. Tagliafico;80;Lyon;Lyon;Defender;1911.0;high;True;False;73.7;67.2;54.5;55.2;80.5;74.0;74.0;79.3;76.1;1.3;77.4;81.7;3.0;En hausse;4.0;47.9;16.7;En hausse
24147;M. Camara;94;Rennes;Rennes / Stade Brestois 29;Midfielder;5338.0;high;True;False;75.7;70.8;74.7;78.3;75.5;76.6;75.0;77.6;76.1;1.2;77.3;;;;;35.3;16.7;En hausse
135068;E. Agbadou;93;Reims;Reims;Defender;1260.0;medium;True;False;55.2;84.2;59.3;75.8;74.4;66.5;73.1;80.6;76.1;1.3;77.3;;;;;19.1;5.6;En hausse
1942;J. Ito;93;Reims;Reims;Attacker;2701.0;high;True;False;71.1;93.9;85.9;72.6;60.5;63.5;74.0;78.7;75.9;1.2;77.1;66.6;-4.0;En baisse;3.0;19.1;5.6;En hausse
15286;Mousa Tamari;82;Montpellier;Montpellier / Rennes;Attacker;1683.0;high;True;False;80.9;78.1;81.4;70.5;59.7;76.7;78.1;72.5;75.8;1.2;77.1;;;;;9.0;-11.1;En baisse
4399;H. Boudaoui;84;Nice;Nice;Midfielder;2438.0;high;True;False;75.9;68.1;73.6;68.2;77.8;79.1;73.2;79.7;75.8;1.2;77.0;82.3;0.7;Stable;5.0;72.7;-35.0;En baisse
350856;E. Nuamah;80;Lyon;Lyon;Attacker;1053.0;medium;True;False;81.6;81.1;77.8;78.9;66.5;66.3;77.6;73.2;75.8;1.2;77.0;;;;;47.9;16.7;En hausse
99576;O. Sahraoui;79;Lille;Lille;Attacker;1292.0;medium;True;False;80.6;87.4;84.8;72.8;55.5;57.3;76.0;75.4;75.8;1.2;76.9;73.3;-9.0;En baisse;4.0;58.4;-27.8;En baisse
343359;N. Zézé;83;Nantes;Nantes;Defender;1513.0;high;True;False;54.7;75.0;48.2;68.2;77.6;77.0;75.2;76.3;75.7;1.2;76.8;80.8;-9.3;En baisse;5.0;50.7;35.0;En hausse
30504;W. Singo;91;Monaco;Monaco;Defender;2102.0;high;True;False;63.6;63.6;60.0;63.9;76.6;81.6;74.5;77.1;75.5;1.1;76.7;77.7;-6.7;En baisse;5.0;51.9;-5.6;En baisse
387120;R. Nzingoula;82;Montpellier;Montpellier / Strasbourg;Midfielder;1697.0;high;True;False;69.9;69.0;70.3;87.2;90.8;85.4;78.8;70.8;75.6;1.2;76.7;76.6;-12.0;En baisse;4.0;9.0;-11.1;En baisse
180496;G. Mikautadze;80;Lyon;Lyon;Attacker;1445.0;high;True;False;90.6;78.4;82.2;59.8;45.0;53.7;76.0;75.0;75.6;1.1;76.7;87.8;-16.7;En baisse;5.0;47.9;16.7;En hausse
193952;J. Lepenant;83;Nantes;Nantes / Lyon;Midfielder;2054.0;high;True;False;68.6;67.4;75.3;84.7;86.8;82.9;77.7;72.3;75.5;1.1;76.6;77.2;0.7;Stable;4.0;50.7;35.0;En hausse
174915;J. Casimir;111;Le Havre;Le Havre;Attacker;2009.0;high;True;False;73.2;75.4;79.0;78.7;55.8;73.0;75.1;76.0;75.4;1.1;76.5;87.1;5.7;En hausse;5.0;56.1;5.6;En hausse
107;S. Diop;84;Nice;Nice;Midfielder;1066.0;medium;True;False;86.2;87.6;84.4;63.5;71.7;63.6;76.2;74.3;75.4;1.1;76.5;71.7;9.0;En hausse;5.0;72.7;-35.0;En baisse
272;A. Rabiot;81;Marseille;Marseille;Midfielder;2483.0;high;True;False;87.1;55.5;76.9;73.8;63.8;68.8;69.2;84.5;75.3;1.1;76.4;95.0;11.0;En hausse;5.0;83.1;22.2;En hausse
129169;A. Zaroury;116;Lens;Lens;Attacker;1407.0;high;True;False;75.8;89.3;82.6;74.2;55.7;66.4;75.7;74.7;75.3;1.1;76.4;87.2;-4.7;En baisse;5.0;67.4;0.0;Stable
48392;E. Zhegrova;79;Lille;Lille;Attacker;985.0;medium;True;False;78.9;79.7;78.0;71.4;50.6;55.0;73.0;78.5;75.2;1.1;76.2;;;;;58.4;-27.8;En baisse
277003;N. El Aynaoui;116;Lens;Lens;Midfielder;1606.0;high;True;False;82.0;77.0;69.9;57.5;79.9;72.8;72.6;78.6;75.0;1.1;76.0;95.0;20.0;En hausse;5.0;67.4;0.0;Stable
386481;M. Diakhon;93;Reims;Reims;Attacker;922.0;medium;True;False;80.3;77.5;79.8;73.6;62.4;72.4;77.3;71.1;74.8;1.1;75.9;69.3;;Non disponible;3.0;19.1;5.6;En hausse
7578;G. Mensah;108;Auxerre;Auxerre;Defender;2284.0;high;True;False;50.0;70.2;71.0;80.5;80.8;70.6;75.9;73.0;74.7;1.1;75.8;77.0;4.7;En hausse;5.0;26.8;-16.7;En baisse
334879;B. Bouanani;84;Nice;Nice;Attacker;1095.0;medium;True;False;82.8;82.8;82.4;69.3;60.2;54.6;75.1;74.2;74.7;1.0;75.8;86.7;-7.0;En baisse;5.0;72.7;-35.0;En baisse
41585;Gonçalo Ramos;85;Paris Saint Germain;Paris Saint Germain;Attacker;1062.0;medium;True;False;89.8;77.9;72.9;48.7;49.9;60.1;73.3;76.9;74.8;1.1;75.8;93.9;19.7;En hausse;5.0;61.8;35.0;En hausse
323625;K. Danois;108;Auxerre;Auxerre;Midfielder;1466.0;high;True;False;53.3;82.2;72.0;77.5;79.0;72.3;74.6;74.9;74.7;1.0;75.7;;;;;26.8;-16.7;En baisse
21568;R. Aguilar;116;Lens;Lens;Defender;1129.0;medium;True;False;67.3;70.0;73.0;70.1;74.7;72.9;73.1;77.1;74.7;1.0;75.7;84.0;1.0;Stable;3.0;67.4;0.0;Stable
21102;V. Rongier;94;Rennes;Rennes / Marseille;Midfielder;3150.0;high;True;False;76.3;72.7;64.8;77.3;84.2;68.1;73.7;75.9;74.6;1.0;75.6;;;;;35.3;16.7;En hausse
277191;A. Sima;106;Stade Brestois 29;Stade Brestois 29;Attacker;1238.0;medium;True;False;88.6;71.6;72.4;60.4;56.1;73.7;76.8;71.3;74.6;1.0;75.6;72.2;-2.0;Stable;5.0;43.7;16.7;En hausse
41300;Jubal;108;Auxerre;Auxerre;Defender;2643.0;high;True;False;70.5;44.7;42.1;61.1;75.6;78.7;69.9;81.5;74.5;0.9;75.5;80.6;8.0;En hausse;4.0;26.8;-16.7;En baisse
71545;J. Okumu;93;Reims;Reims;Defender;1909.0;high;True;False;54.7;48.0;53.6;79.2;76.1;78.3;72.1;78.2;74.6;1.0;75.5;81.9;9.0;En hausse;5.0;19.1;5.6;En hausse
41146;F. Hanin;77;Angers;Angers;Defender;2677.0;high;True;False;48.3;68.8;66.4;65.5;77.0;73.3;73.3;76.2;74.5;0.9;75.4;80.0;3.7;En hausse;5.0;46.3;16.7;En hausse
147831;A. Kalimuendo;94;Rennes;Rennes;Attacker;2589.0;high;True;False;93.1;63.8;69.8;59.3;43.0;49.3;73.0;76.5;74.4;0.9;75.3;83.7;16.7;En hausse;5.0;35.3;16.7;En hausse
274312;M. Cho;84;Nice;Nice;Attacker;1635.0;high;True;False;77.3;83.8;84.0;64.1;51.5;66.4;74.4;74.3;74.4;0.9;75.3;78.3;-19.0;En baisse;3.0;72.7;-35.0;En baisse
3333;M. Haïdara;116;Lens;Lens / Stade Brestois 29;Defender;3360.0;high;True;False;37.2;55.7;56.7;86.2;70.9;89.3;74.2;74.3;74.3;0.9;75.2;;;;;67.4;0.0;Stable
2810;D. Zakaria;91;Monaco;Monaco;Midfielder;2149.0;high;True;False;74.9;63.7;71.6;77.6;71.6;66.5;70.5;79.8;74.2;0.9;75.1;90.1;-1.3;Stable;5.0;51.9;-5.6;En baisse
20780;Mathias Pereira Lage;106;Stade Brestois 29;Stade Brestois 29;Midfielder;1596.0;high;True;False;75.7;78.6;80.2;62.5;73.2;73.0;73.9;74.6;74.2;0.9;75.1;75.7;-7.3;En baisse;5.0;43.7;16.7;En hausse
519;C. Tolisso;80;Lyon;Lyon;Midfielder;2334.0;high;True;False;80.6;48.3;75.5;67.1;76.2;80.3;69.4;81.2;74.1;0.9;75.0;81.5;-6.7;En baisse;4.0;47.9;16.7;En hausse
10316;Caio Henrique;91;Monaco;Monaco;Defender;1932.0;high;True;False;50.5;84.3;80.6;78.7;67.2;66.7;70.6;79.0;73.9;0.9;74.8;85.2;-4.0;En baisse;5.0;51.9;-5.6;En baisse
371916;C. Mawissa Elebi;91;Monaco;Monaco / Toulouse;Defender;1521.0;high;True;False;59.8;44.2;55.5;64.9;91.3;78.5;77.8;68.2;73.9;0.8;74.8;70.9;1.0;Stable;4.0;51.9;-5.6;En baisse
32940;A. Onaiwu;108;Auxerre;Auxerre;Attacker;990.0;medium;True;False;88.0;70.9;71.9;69.5;58.3;71.9;77.7;68.3;74.0;0.9;74.8;83.6;-0.7;Stable;4.0;26.8;-16.7;En baisse
326176;S. Magassa;91;Monaco;Monaco;Midfielder;1024.0;medium;True;False;63.0;63.7;71.4;85.5;85.8;80.1;75.2;71.6;73.7;0.8;74.6;72.7;-11.0;En baisse;4.0;51.9;-5.6;En baisse
6067;T. Almada;80;Lyon;Lyon;Midfielder;953.0;medium;True;False;66.5;88.3;82.7;73.5;55.4;53.3;71.6;77.0;73.8;0.8;74.6;90.3;0.7;Stable;5.0;47.9;16.7;En hausse
22087;M. Nadé;1063;Saint Etienne;Saint Etienne;Defender;2305.0;high;True;False;60.7;66.1;55.9;58.3;77.8;76.6;73.5;74.1;73.7;0.8;74.5;83.1;13.0;En hausse;5.0;35.9;16.7;En hausse
161622;M. Abline;83;Nantes;Nantes / Rennes;Attacker;2789.0;high;True;False;82.2;70.4;73.4;69.6;45.2;63.9;74.1;73.0;73.6;0.8;74.4;80.5;6.0;En hausse;5.0;50.7;35.0;En hausse
84082;R. Faivre;106;Stade Brestois 29;Stade Brestois 29;Midfielder;900.0;medium;True;False;84.3;72.4;79.3;74.3;60.6;79.3;74.2;72.7;73.6;0.8;74.4;70.0;;Non disponible;1.0;43.7;16.7;En hausse
31057;H. Traorè;108;Auxerre;Auxerre;Midfielder;2106.0;high;True;False;86.2;76.7;77.4;66.7;57.4;64.1;70.8;77.5;73.5;0.8;74.3;71.3;;Non disponible;2.0;26.8;-16.7;En baisse
264;T. Meunier;79;Lille;Lille;Defender;1951.0;high;True;False;73.0;62.5;56.1;65.4;78.4;65.5;71.0;77.1;73.4;0.8;74.2;85.2;0.3;Stable;5.0;58.4;-27.8;En baisse
10036;Douglas Augusto;83;Nantes;Nantes;Midfielder;2315.0;high;True;False;76.0;60.3;64.9;76.0;78.9;76.3;71.1;76.8;73.4;0.8;74.1;84.7;-4.0;En baisse;4.0;50.7;35.0;En hausse
421;B. Embolo;91;Monaco;Monaco;Attacker;1842.0;high;True;False;80.6;83.2;80.9;62.7;50.3;68.0;75.2;70.5;73.4;0.7;74.1;83.2;20.0;En hausse;4.0;51.9;-5.6;En baisse
679;Ismaily;79;Lille;Lille;Defender;905.0;medium;True;False;67.6;61.4;66.5;64.0;77.4;69.4;71.5;76.1;73.4;0.7;74.1;79.4;3.3;En hausse;4.0;58.4;-27.8;En baisse
90617;L. Sinayoko;108;Auxerre;Auxerre;Attacker;2306.0;high;True;False;73.4;81.9;83.6;67.1;57.4;57.8;71.7;75.7;73.3;0.7;74.0;90.9;2.0;Stable;5.0;26.8;-16.7;En baisse
3080;M. Munetsi;93;Reims;Reims;Midfielder;1694.0;high;True;False;72.0;73.5;70.6;65.9;71.0;79.2;71.9;75.4;73.3;0.7;74.0;;;;;19.1;5.6;En hausse
41323;Mama Baldé;106;Stade Brestois 29;Stade Brestois 29 / Lyon;Attacker;1185.0;medium;True;False;72.2;90.1;91.0;69.6;69.8;74.1;76.5;68.4;73.3;0.7;73.9;67.2;-2.7;Stable;4.0;43.7;16.7;En hausse
437482;A. Koné;93;Reims;Reims;Midfielder;1430.0;high;True;False;56.0;61.9;65.0;84.6;82.3;91.7;73.9;71.9;73.1;0.7;73.8;78.5;-6.0;En baisse;5.0;19.1;5.6;En hausse
21103;A. Touré;111;Le Havre;Le Havre;Midfielder;2329.0;high;True;False;77.0;49.0;61.4;79.9;81.5;82.5;70.2;77.3;73.0;0.7;73.7;81.9;13.0;En hausse;5.0;56.1;5.6;En hausse
282549;J. Mwanga;111;Le Havre;Le Havre / Strasbourg;Midfielder;1245.0;medium;True;False;65.2;74.4;77.9;66.9;82.4;69.9;73.5;72.4;73.0;0.7;73.7;78.8;-20.0;En baisse;4.0;56.1;5.6;En hausse
18967;L. Østigård;94;Rennes;Rennes;Defender;1227.0;medium;True;False;62.6;81.0;48.4;59.9;72.4;72.5;71.8;74.7;73.0;0.6;73.6;;;;;35.3;16.7;En hausse
1456;A. Maitland-Niles;80;Lyon;Lyon;Midfielder;2013.0;high;True;False;63.7;76.8;74.3;62.3;76.2;67.7;71.0;75.7;72.8;0.6;73.5;88.6;5.0;En hausse;5.0;47.9;16.7;En hausse
328074;J. James;94;Rennes;Rennes;Midfielder;1193.0;medium;True;False;55.0;86.0;75.9;67.8;69.5;66.8;72.1;73.9;72.8;0.6;73.5;76.7;-1.0;Stable;3.0;35.3;16.7;En hausse
328;Fabián Ruiz;85;Paris Saint Germain;Paris Saint Germain;Midfielder;1929.0;high;True;False;74.6;63.9;78.5;72.7;59.8;55.2;67.2;81.1;72.8;0.6;73.4;88.4;-3.3;En baisse;4.0;61.8;35.0;En hausse
257;Marquinhos;85;Paris Saint Germain;Paris Saint Germain;Defender;1725.0;high;True;False;64.0;80.3;51.3;63.6;64.6;64.6;66.3;82.6;72.8;0.6;73.4;95.0;20.0;En hausse;3.0;61.8;35.0;En hausse
162267;A. Truffert;94;Rennes;Rennes;Defender;2763.0;high;True;False;72.9;79.8;72.0;61.2;68.1;71.1;70.2;76.6;72.8;0.6;73.3;80.3;-20.0;En baisse;5.0;35.3;16.7;En hausse
16367;W. Pacho;85;Paris Saint Germain;Paris Saint Germain;Defender;2130.0;high;True;False;46.8;68.2;47.2;50.2;79.5;64.7;70.3;76.4;72.7;0.6;73.3;76.6;5.0;En hausse;3.0;61.8;35.0;En hausse
102;D. Sidibé;96;Toulouse;Toulouse;Defender;2116.0;high;True;False;45.8;67.1;68.4;68.9;71.1;75.3;71.2;74.8;72.6;0.5;73.2;81.2;0.0;Stable;5.0;64.3;22.2;En hausse
343792;D. Cissé;94;Rennes;Rennes;Midfielder;1129.0;medium;True;False;73.3;59.5;62.3;82.2;75.1;69.7;69.7;77.1;72.6;0.5;73.2;73.3;-3.7;En baisse;5.0;35.3;16.7;En hausse
21635;J. Gradit;116;Lens;Lens;Defender;2115.0;high;True;False;49.3;65.6;51.0;54.8;74.3;74.3;70.6;75.6;72.6;0.5;73.1;79.5;6.7;En hausse;5.0;67.4;0.0;Stable
289555;L. Mouton;1063;Saint Etienne;Saint Etienne / Angers;Midfielder;2087.0;high;True;False;49.5;82.1;75.5;71.5;79.0;70.5;73.5;71.3;72.6;0.5;73.1;77.1;3.3;En hausse;4.0;35.9;16.7;En hausse
68;Clinton Mata;80;Lyon;Lyon;Defender;2370.0;high;True;False;42.0;59.9;66.8;67.8;74.8;73.1;71.1;74.6;72.5;0.5;73.0;79.0;-11.0;En baisse;3.0;47.9;16.7;En hausse
20836;C. Operi;111;Le Havre;Le Havre;Defender;1170.0;medium;True;False;55.5;85.5;80.9;74.9;65.2;69.8;70.4;75.3;72.4;0.5;72.9;;;;;56.1;5.6;En hausse
360114;A. Khusanov;116;Lens;Lens;Defender;975.0;medium;True;False;68.5;52.7;51.7;58.8;76.0;66.1;67.9;79.2;72.4;0.5;72.9;;;;;67.4;0.0;Stable
20761;F. Sotoca;116;Lens;Lens;Attacker;1797.0;high;True;False;71.3;71.0;69.7;67.7;60.1;70.3;70.1;75.7;72.3;0.4;72.8;70.3;6.0;En hausse;4.0;67.4;0.0;Stable
21146;A. Fulgini;116;Lens;Lens;Midfielder;1059.0;medium;True;False;73.2;89.5;80.6;63.5;56.4;66.6;72.5;72.2;72.4;0.4;72.8;70.0;;Non disponible;1.0;67.4;0.0;Stable
191189;C. Akpa;108;Auxerre;Auxerre;Defender;2495.0;high;True;False;43.4;49.5;56.9;58.5;77.7;79.9;71.8;73.1;72.3;0.4;72.7;76.4;2.3;Stable;5.0;26.8;-16.7;En baisse
142691;Alexsandro Ribeiro;79;Lille;Lille;Defender;2700.0;high;True;False;53.5;62.1;55.2;66.2;64.0;76.1;66.8;80.3;72.2;0.4;72.6;86.3;5.7;En hausse;5.0;58.4;-27.8;En baisse
203762;E. Emegha;95;Strasbourg;Strasbourg;Attacker;2302.0;high;True;False;92.3;65.1;66.8;48.9;42.7;48.6;70.3;75.0;72.2;0.4;72.6;72.3;;Non disponible;3.0;38.2;-35.0;En baisse
261;T. Kehrer;91;Monaco;Monaco;Defender;2385.0;high;True;False;76.1;65.9;42.5;55.9;69.7;71.0;67.7;78.7;72.1;0.4;72.5;84.0;6.0;En hausse;2.0;51.9;-5.6;En baisse
8683;I. Cardona;1063;Saint Etienne;Saint Etienne;Attacker;1072.0;medium;True;False;86.0;75.9;73.2;56.6;50.6;47.1;70.8;74.3;72.2;0.4;72.5;77.9;20.0;En hausse;5.0;35.9;16.7;En hausse
19546;C. Kipré;93;Reims;Reims;Defender;2409.0;high;True;False;54.5;51.9;57.0;68.3;75.4;70.2;69.4;75.8;71.9;0.4;72.3;87.5;2.7;Stable;5.0;19.1;5.6;En hausse
47969;G. Gudmundsson;79;Lille;Lille;Defender;1806.0;high;True;False;66.1;67.6;65.6;71.3;70.2;78.4;72.0;71.7;71.9;0.4;72.2;83.3;10.0;En hausse;4.0;58.4;-27.8;En baisse
57446;A. Adams;82;Montpellier;Montpellier;Attacker;1079.0;medium;True;False;80.1;72.7;69.3;68.1;48.0;56.4;71.1;72.9;71.8;0.3;72.2;;;;;9.0;-11.1;En baisse
20537;I. Niane;77;Angers;Angers;Attacker;934.0;medium;True;False;80.7;69.7;72.1;65.5;58.4;76.2;74.8;67.0;71.7;0.4;72.1;72.0;;Non disponible;1.0;46.3;16.7;En hausse
2204;B. André;79;Lille;Lille;Midfielder;2693.0;high;True;False;45.0;50.8;66.8;60.2;85.1;84.0;65.6;80.8;71.7;0.3;72.0;88.4;-15.3;En baisse;4.0;58.4;-27.8;En baisse
157146;L. Pétrot;1063;Saint Etienne;Saint Etienne;Defender;2637.0;high;True;False;51.3;59.7;61.7;60.3;78.6;70.2;71.4;72.1;71.7;0.3;72.0;85.2;4.7;En hausse;5.0;35.9;16.7;En hausse
8624;F. Tardieu;1063;Saint Etienne;Saint Etienne;Midfielder;1253.0;medium;True;False;67.0;81.3;75.8;52.7;67.3;65.8;69.0;75.7;71.7;0.3;72.0;90.0;18.0;En hausse;5.0;35.9;16.7;En hausse
307835;Beraldo;85;Paris Saint Germain;Paris Saint Germain;Defender;2011.0;high;True;False;59.9;76.5;47.5;59.2;67.4;68.3;67.6;77.8;71.7;0.3;71.9;80.2;1.3;Stable;5.0;61.8;35.0;En hausse
2483;D. Machado;116;Lens;Lens;Defender;1805.0;high;True;False;59.7;73.2;78.6;77.3;67.9;73.1;71.1;72.5;71.6;0.3;71.9;75.8;4.0;En hausse;3.0;67.4;0.0;Stable
226803;S. Nanasi;95;Strasbourg;Strasbourg;Midfielder;2121.0;high;True;False;78.0;84.1;78.6;69.7;47.0;49.8;68.4;76.2;71.5;0.2;71.8;91.6;6.0;En hausse;4.0;38.2;-35.0;En baisse
20916;C. Wooh;94;Rennes;Rennes;Defender;1458.0;high;True;False;60.5;45.2;50.7;68.9;79.3;75.0;71.5;71.7;71.6;0.2;71.8;66.0;;Non disponible;1.0;35.3;16.7;En hausse
22247;K. Lala;106;Stade Brestois 29;Stade Brestois 29;Defender;2685.0;high;True;False;73.4;80.9;69.9;72.0;66.2;61.9;67.7;77.1;71.5;0.2;71.7;74.3;-5.0;En baisse;4.0;43.7;16.7;En hausse
3099;Y. Ndayishimiye;84;Nice;Nice;Midfielder;1934.0;high;True;False;67.7;72.6;48.7;69.7;72.7;70.5;67.0;78.3;71.5;0.2;71.7;79.3;;Non disponible;2.0;72.7;-35.0;En baisse
264383;W. Kamanzi;96;Toulouse;Toulouse;Defender;1058.0;medium;True;False;69.7;73.0;73.9;78.4;71.5;72.5;72.6;69.7;71.4;0.2;71.6;75.8;-4.0;En baisse;3.0;64.3;22.2;En hausse
22163;Dante;84;Nice;Nice;Defender;1966.0;high;True;False;52.3;70.6;47.8;60.6;73.4;68.8;69.8;73.6;71.3;0.2;71.5;84.6;13.0;En hausse;3.0;72.7;-35.0;En baisse
203483;"A. N&apos;Diaye";106;Stade Brestois 29;Stade Brestois 29;Defender;1712.0;high;True;False;58.8;38.1;45.4;52.0;76.6;80.9;69.3;74.2;71.3;0.2;71.4;78.4;4.0;En hausse;4.0;43.7;16.7;En hausse
20546;B. Chardonnet;106;Stade Brestois 29;Stade Brestois 29;Defender;2417.0;high;True;False;50.2;50.8;47.5;58.7;73.3;71.5;67.5;76.7;71.2;0.2;71.3;81.7;;Non disponible;3.0;43.7;16.7;En hausse
174927;A. Sangante;111;Le Havre;Le Havre;Defender;1251.0;medium;True;False;75.8;80.1;55.1;74.5;76.0;77.0;76.1;63.6;71.1;0.2;71.3;68.8;-20.0;En baisse;3.0;56.1;5.6;En hausse
336657;W. Zaïre-Emery;85;Paris Saint Germain;Paris Saint Germain;Midfielder;2052.0;high;True;False;72.0;64.2;69.8;72.9;70.6;61.2;68.2;75.3;71.1;0.1;71.2;83.5;17.0;En hausse;5.0;61.8;35.0;En hausse
2973;A. Murillo;81;Marseille;Marseille;Defender;2436.0;high;True;False;59.5;56.3;70.6;67.1;66.2;76.7;67.8;75.3;70.8;0.2;71.0;78.5;-14.7;En baisse;5.0;83.1;22.2;En hausse
270509;A. Diouf;116;Lens;Lens;Midfielder;2240.0;high;True;False;56.3;80.6;77.2;80.2;59.9;58.4;70.7;70.6;70.6;0.2;70.8;72.8;-2.7;Stable;5.0;67.4;0.0;Stable
48491;V. Sierro;96;Toulouse;Toulouse;Midfielder;2409.0;high;True;False;72.1;74.8;68.4;60.9;64.2;62.8;67.3;75.5;70.6;0.2;70.7;78.7;9.3;En hausse;5.0;64.3;22.2;En hausse
20661;M. Sagnan;82;Montpellier;Montpellier;Defender;2117.0;high;True;False;64.9;51.8;51.5;73.8;78.6;68.0;70.7;70.4;70.5;0.2;70.7;72.0;;Non disponible;1.0;9.0;-11.1;En baisse
926;G. Kondogbia;81;Marseille;Marseille;Midfielder;2021.0;high;True;False;45.8;74.5;49.9;73.6;74.4;77.3;67.4;75.2;70.5;0.1;70.7;84.7;;Non disponible;3.0;83.1;22.2;En hausse
243;Z. Aboukhlal;96;Toulouse;Toulouse;Attacker;1907.0;high;True;False;85.8;61.6;68.0;56.8;50.1;52.9;69.9;71.1;70.4;0.1;70.5;70.9;2.0;Stable;3.0;64.3;22.2;En hausse
375598;N. Mukau;79;Lille;Lille;Midfielder;1218.0;medium;True;False;57.3;70.5;69.5;70.9;69.4;72.6;69.2;72.1;70.4;0.1;70.5;72.5;1.0;Stable;4.0;58.4;-27.8;En baisse
278232;P. Ekwah;1063;Saint Etienne;Saint Etienne;Midfielder;2579.0;high;True;False;57.1;59.9;56.8;75.8;76.7;76.0;67.2;74.9;70.3;0.1;70.4;81.5;-1.3;Stable;5.0;35.9;16.7;En hausse
274355;B. Bouchouari;1063;Saint Etienne;Saint Etienne;Midfielder;1783.0;high;True;False;56.8;68.0;67.5;82.3;65.6;74.1;69.9;71.0;70.3;0.1;70.4;84.0;;Non disponible;1.0;35.9;16.7;En hausse
51293;T. Bair;108;Auxerre;Auxerre;Attacker;958.0;medium;True;False;83.3;71.4;66.0;53.4;58.4;66.6;71.2;68.8;70.3;0.1;70.3;73.4;;Non disponible;3.0;26.8;-16.7;En baisse
278392;C. Cresswell;96;Toulouse;Toulouse;Defender;2592.0;high;True;False;73.0;45.0;48.6;46.3;70.8;74.7;65.6;76.8;70.1;0.1;70.2;77.5;1.3;Stable;4.0;64.3;22.2;En hausse
364810;A. Sylla;95;Strasbourg;Strasbourg;Defender;951.0;medium;True;False;67.8;47.5;52.9;62.1;77.6;73.0;70.1;70.2;70.1;0.1;70.2;74.0;;Non disponible;1.0;38.2;-35.0;En baisse
326088;K. Fayad;82;Montpellier;Montpellier;Midfielder;1026.0;medium;True;False;59.0;63.6;67.6;75.6;74.3;82.8;70.7;69.2;70.1;0.0;70.1;72.5;-8.7;En baisse;4.0;9.0;-11.1;En baisse
